20	1	1	30	719	945	1167	945
20	2	4	30	719	905	1167	867
20	5	7	30	719	832	1167	794
20	8	8	30	719	759	1167	759
20	9	9	29	719	682	1167	682
20	10	12	29	719	647	1167	609
20	13	15	29	719	576	1167	541
20	16	16	28	719	504	1167	504
20	17	18	29-17	718	453	900	417
20	17	18	16-1	1015	452	1197	417
20	19	20	34	719	398	1181	379
20	21	22	34	719	342	1181	323
20	23	24	30	719	304	1125	269
21	1	1	37	717	914	1249	914
21	2	4	37	717	873	1249	835
21	5	7	37	717	794	1249	756
21	8	8	37	717	715	1249	715
21	9	9	38	717	636	1249	636
21	10	12	38	717	599	1249	561
21	13	15	38	717	524	1249	486
21	16	16	38	717	448	1249	448
21	17	18	31-15	717	394	954	356
21	17	18	14-1	1067	394	1249	356
21	19	19	32-15	717	334	954	334
21	19	19	14-1	1067	334	1249	334
21	20	20	38	717	315	1249	315
21	21	23	38	717	276	1249	238
21	24	24	38	717	197	1249	197
